D0001,F0006
D0001,F0002
D0001,F0001
D0001,F0006
D0001,F0002
D0001,F0001
D0001,E0008
D0001,E0053
D0001,E2138
D0001,E0014
D0001,E0014
D0001,E2138
D0001,E0040
D0001,E0040
D0001,E0128
D0001,E0008
D0001,E0128
D0001,E0003
D0001,E0034
D0001,E0034
D0001,E0053
D0001,E0003
D0001,E0013
D0001,E0013
D0001,E0021
D0001,E0001
D0001,E0002
D0001,E0021
D0001,E0001
D0001,E0002
D0001,E0011
D0001,E0023
D0001,E0005
D0001,E0022
D0001,E0024
D0001,E0016
D0001,E0011
D0001,E0005
D0001,E0025
D0001,E0006
D0001,E0016
D0001,E0023
D0001,E0024
D0001,E0022
D0001,E0025
D0001,E0006
D0002,F0139
D0002,F0138
D0002,F0003
D0002,F0139
D0002,F0138
D0002,F0003
D0002,E0586
D0002,E0586
D0002,E0632
D0002,E2726
D0002,E0615
D0002,E0615
D0002,E0627
D0002,E0625
D0002,E0623
D0002,E2726
D0002,E0626
D0002,E0625
D0002,E0627
D0002,E0632
D0002,E0623
D0002,E0626
D0002,E0656
D0002,E0656
D0002,E0679
D0002,E0679
D0002,F5181
D0002,F5181
D0002,E0753
D0002,E0751
D0002,E0751
D0002,E0753
D0002,E0676
D0002,F3748
D0002,E1720
D0002,E1729
D0002,E0676
D0002,E0698
D0002,E1729
D0002,E1720
D0002,F3748
D0002,E0698
D0003,F0016
D0003,F0004
D0003,F0004
D0003,F0016
D0003,E0307
D0003,E0471
D0003,E0471
D0003,E0457
D0003,E0457
D0003,E0307
D0003,E0465
D0003,E0465
D0003,E0564
D0003,E0564
D0003,E1585
D0003,E0600
D0003,E0600
D0003,E0580
D0003,E1585
D0003,E0580
D0003,E0581
D0003,E0581
D0003,E0588
D0003,E1645
D0003,E0657
D0003,E0650
D0003,E1702
D0003,E0650
D0003,E0657
D0003,E1702
D0003,E1645
D0003,E0588
D0004,F0472
D0004,F0011
D0004,F0005
D0004,F0472
D0004,F0011
D0004,F0005
D0004,E0590
D0004,E0596
D0004,E0596
D0004,E0590
D0004,E0636
D0004,E0636
D0004,E0639
D0004,E0645
D0004,E0639
D0004,E0633
D0004,E0648
D0004,E0648
D0004,E2731
D0004,E0633
D0004,E0670
D0004,E0645
D0004,E0670
D0004,E1620
D0004,E1620
D0004,E1678
D0004,E2731
D0004,E1678
D0004,E1741
D0004,E1741
D0004,E1715
D0004,E1715
D0004,E1760
D0004,E1769
D0004,E1769
D0004,E1760
D0004,E2732
D0004,E2884
D0004,E1841
D0004,E1841
D0004,E2732
D0004,E2884
D0005,F1924
D0005,F1893
D0005,F1924
D0005,F1893
D0005,F1892
D0005,F1892
D0005,F1894
D0005,F1894
D0005,E0018
D0005,E0004
D0005,E0018
D0005,E0004
D0005,E0009
D0005,E0020
D0005,E0017
D0005,E0009
D0005,E0007
D0005,E0012
D0005,E0019
D0005,E0017
D0005,E0007
D0005,E0010
D0005,E0050
D0005,E0015
D0005,E0020
D0005,E0019
D0005,E0010
D0005,E0012
D0005,E0071
D0005,E0050
D0005,E0015
D0005,E0071
D0005,E0144
D0005,E0144
D0005,E0065
D0005,E0075
D0005,E0075
D0005,E0150
D0005,E0150
D0005,E0066
D0005,E0065
D0005,E0058
D0005,E0066
D0005,E0058
D0005,E0041
D0005,E0041
D0005,E0091
D0005,E0091
D0005,E0032
D0005,E0045
D0005,E0045
D0005,E0049
D0005,E0032
D0005,E0030
D0005,E0030
D0005,E0049
D0005,E0037
D0005,E0033
D0005,E0046
D0005,E0046
D0005,E0033
D0005,E0043
D0005,E0027
D0005,E0039
D0005,E0036
D0005,E0035
D0005,E0035
D0005,E0027
D0005,E0043
D0005,E0036
D0005,E0037
D0005,E0039
D0006,F0244
D0006,F0007
D0006,F0244
D0006,F0007
D0006,E0602
D0006,E0641
D0006,E0641
D0006,E0602
D0006,E1684
D0006,E0677
D0006,E0652
D0006,E1690
D0006,E0652
D0006,E1690
D0006,E1748
D0006,E1684
D0006,E0677
D0006,E1818
D0006,E1818
D0006,E1792
D0006,E1748
D0006,E1792
D0006,E1756
D0006,E1756
D0006,E1805
D0006,E1805
D0006,E1820
D0006,E1810
D0006,E1771
D0006,E1771
D0006,E1831
D0006,E1810
D0006,E1820
D0006,E2847
D0006,E2842
D0006,E2758
D0006,E1831
D0006,E2847
D0006,E2842
D0006,E2758
D0007,F0010
D0007,F0008
D0007,F0010
D0007,F0008
D0007,E0593
D0007,F7585
D0007,F7584
D0007,E1325
D0007,E1325
D0007,E0593
D0007,F7585
D0007,F7584
D0008,F0427
D0008,F0015
D0008,F0009
D0008,F0427
D0008,F0009
D0008,E0610
D0008,E2700
D0008,E0662
D0008,E0662
D0008,E0610
D0008,E0667
D0008,E0647
D0008,E0654
D0008,E0660
D0008,E2700
D0008,E0658
D0008,E0647
D0008,E0654
D0008,E0655
D0008,E0667
D0008,E0655
D0008,E0660
D0008,F6956
D0008,E0658
D0008,E0709
D0008,E0709
D0008,E0733
D0008,E0733
D0008,F6956
D0008,F0015
D0008,E1743
D0008,F5133
D0008,E0749
D0008,E0749
D0008,E1743
D0008,E0740
D0008,E0740
D0008,E1717
D0008,E1717
D0008,E0748
D0008,E0745
D0008,E0810
D0008,E0810
D0008,E0745
D0008,E0748
D0008,F5133
D0009,F0014
D0009,F0013
D0009,F0012
D0009,E0078
D0009,E0078
D0009,E0096
D0009,E0029
D0009,E0096
D0009,E0073
D0009,E0073
D0009,E0038
D0009,E0048
D0009,E0038
D0009,E0029
D0009,E0026
D0009,E0048
D0009,E0031
D0009,E0031
D0009,E0057
D0009,E0026
D0009,E0117
D0009,E0028
D0009,E0117
D0009,E2123
D0009,E2123
D0009,E2146
D0009,E2146
D0009,E1081
D0009,E1081
D0009,E0057
D0009,E1095
D0009,E0028
D0009,E1095
D0009,E1072
D0009,E1072
D0009,E0163
D0009,E0163
D0009,F0012
D0009,F0013
D0009,F0014
D0010,F0028
D0010,F0018
D0010,F0017
D0010,F0017
D0010,E0231
D0010,E0222
D0010,E0231
D0010,E0222
D0010,F0028
D0010,F0018
D0010,F6391
D0010,F6390
D0010,E0223
D0010,E1259
D0010,E0223
D0010,E0506
D0010,E0499
D0010,E1259
D0010,E0506
D0010,E0499
D0010,E0500
D0010,E0501
D0010,E0500
D0010,E0501
D0010,E0502
D0010,E1271
D0010,E1268
D0010,E2278
D0010,E1268
D0010,E2278
D0010,E1271
D0010,E0502
D0010,F6391
D0010,F6390
D0011,F0020
D0011,F0019
D0011,F0155
D0011,F0155
D0011,F0020
D0011,F0019
D0011,E1589
D0011,E1589
D0011,E1592
D0011,E1592
D0011,E1598
D0011,E1598
D0011,E1610
D0011,F3758
D0011,F3755
D0011,E1610
D0011,E2807
D0011,F3755
D0011,F3758
D0011,E2807
D0012,F0024
D0012,F0021
D0012,F0423
D0012,F0423
D0012,F0024
D0012,E1555
D0012,E0520
D0012,E0520
D0012,E0521
D0012,E0521
D0012,F0021
D0012,E1551
D0012,E1548
D0012,E1548
D0012,E1552
D0012,E1549
D0012,E1555
D0012,E2565
D0012,E2512
D0012,E2512
D0012,E2565
D0012,E1551
D0012,E1552
D0012,E1549
D0012,F6470
D0012,F6470
D0012,F6469
D0012,F6469
D0012,F6468
D0012,F6466
D0012,F6468
D0012,F6466
D0012,F6465
D0012,F6465
D0012,F6464
D0012,F6464
D0012,F6467
D0012,F6463
D0012,F6467
D0012,F6463
D0012,F6462
D0012,F6462
D0012,F8849
D0012,F8849
D0013,F0027
D0013,F0022
D0013,F0027
D0013,F0022
D0013,E0523
D0013,E0523
D0013,E0538
D0013,E0538
D0013,E0558
D0013,E0558
D0013,E0560
D0013,E0560
D0013,E0617
D0013,E0617
D0013,E1665
D0013,E1665
D0013,E0651
D0013,E0664
D0013,E0664
D0013,E2750
D0013,E2750
D0013,E1694
D0013,E0706
D0013,E0651
D0013,E1694
D0013,E0706
D0013,E0735
D0013,E0735
D0013,E0675
D0013,E0729
D0013,E0675
D0013,F7780
D0013,E0729
D0013,F7780
D0014,F0034
D0014,F0023
D0014,F0023
D0014,F0034
D0014,E1573
D0014,E1573
D0014,E1593
D0014,E1593
D0014,E2435
D0014,E2370
D0014,E2373
D0014,E2373
D0014,E2435
D0014,E2593
D0014,E2593
D0014,E2370
D0014,F5130
D0014,F5130
D0014,F5129
D0014,F5129
D0014,F5126
D0014,F5126
D0014,F5127
D0014,F5125
D0014,F5127
D0014,F5125
D0014,F5123
D0014,F5122
D0014,F5122
D0014,F5124
D0014,F5124
D0014,F5123
D0014,F5914
D0014,F5913
D0014,F5912
D0014,F5912
D0014,F5914
D0014,F5913
D0015,F0026
D0015,F0025
D0015,F0026
D0015,F0025
D0015,E0438
D0015,E0438
D0015,F6431
D0015,F6431
D0015,F6428
D0015,F6427
D0015,F6428
D0015,F6429
D0015,F6429
D0015,F6430
D0015,F6430
D0015,F6427
D0015,F6433
